SceneNumber,StartFrame,EndFrame,Text,Face,Person,Objects,Background,quality,faces_avg_number,color_colorfulness_mean,color_saturation_mean,color_value_mean,color_black_mean,color_blue_mean,color_brown_mean,color_grey_mean,color_green_mean,color_orange_mean,color_pink_mean,color_purple_mean,color_red_mean,color_white_mean,color_yellow_mean,color_colorfulness_variance,color_saturation_variance,color_value_variance,color_black_variance,color_blue_variance,color_brown_variance,color_grey_variance,color_green_variance,color_orange_variance,color_pink_variance,color_purple_variance,color_red_variance,color_white_variance,color_yellow_variance,faces_ratio,length
11,424,438,0.0,0.00869625,0.0699008333333333,0.0041962731481481,0.917206643518519,470.8522109134101,5.8,0.4896732026143791,0.2799999999999999,0.6278650892524203,0.3800666666666667,0.0275333333333333,0.1873333333333333,0.0888666666666666,0.2469333333333333,0.0054666666666666,0.0136666666666666,0.0090666666666666,0.0224666666666666,0.0171333333333333,0.0009333333333333,0.0003512202266527,0.0002785741747679,0.0014754753901691,0.0003369238095238,5.2552380952381e-05,8.952380952380955e-05,6.583809523809523e-05,8.34952380952381e-05,2.1238095238095244e-06,9.0952380952381e-06,4.066666666666668e-06,2.838095238095239e-06,2.069523809523809e-05,6.666666666666668e-08,1.0,0.63
12,439,460,0.0,0.0132330650252525,0.0806723011363636,0.0253129577020202,0.880781676136364,168.1216046017845,1.3636363636363635,0.3812834224598931,0.4279857397504458,0.5729971705663444,0.239590909090909,0.1174999999999999,0.1924545454545454,0.1541363636363636,0.2169090909090909,0.0013636363636363,0.0077727272727272,0.0042272727272727,0.0144545454545454,0.0017727272727272,0.0495909090909091,0.0006238359871577,0.001052042920555,0.0007294960531753,0.0011156818181818,0.001038738095238,1.7593073593073624e-05,0.0001825995670995,0.0001007532467532,1.2900432900432913e-06,7.993506493506496e-06,3.0411255411255428e-06,2.740259740259741e-05,1.1612554112554125e-05,0.0001316818181818,1.0,0.92
13,461,504,0.0289932765151515,0.0,0.0,0.0039882654671717,0.967018458017677,2452.643168787726,0.0,0.372816399286987,0.6016042780748665,0.3766016634936072,0.2493863636363636,0.02575,0.1016136363636363,0.0198409090909091,0.0077727272727272,0.0159318181818181,0.3843181818181819,0.0652272727272727,0.0158863636363636,0.0898863636363636,0.0242499999999999,0.0248029095981135,0.0898919508109176,0.0074937669946802,0.0467608937632135,0.0007967499999999,0.0021639170190274,0.0006350206131078,0.0011231564482029,0.0003447626849894,0.1143050591966173,0.0053972494714587,0.0003022891120507,0.0059852193446088,0.0004846569767441,0.0,1.84
14,505,543,0.0013368678774928,0.0008158564814814,0.0703612268518519,0.0065050302706552,0.920981018518518,260.9191810099323,1.2142857142857142,0.4870789341377574,0.4006033182503773,0.5250538839833978,0.1865897435897436,0.0904871794871795,0.4026666666666667,0.0693589743589743,0.039025641025641,0.0085897435897435,0.0365128205128205,0.0047435897435897,0.1566923076923077,0.0049230769230769,0.0002820512820512,0.0024655937895784,0.0087047803165086,0.0114316215225815,0.0065396693657219,0.0004699932523616,0.007042596491228,0.0017228677462887,0.0005121835357624,1.1248313090418347e-05,0.011041624831309,9.143049932523618e-06,0.0173487975708501,0.0009452307692307,3.6572199730094505e-07,0.358974358974359,1.63
15,544,580,0.0,0.005410548048048,0.0330622372372372,0.0,0.961527214714715,51.102191567308026,1.0,0.4806571277159511,0.4281928987811341,0.4361244045106677,0.1873783783783783,0.0753783783783784,0.3335405405405405,0.0248918918918919,0.0362432432432432,0.0037567567567567,0.002027027027027,0.0043783783783783,0.1216756756756756,0.0156486486486486,0.1952702702702702,0.0105032598919565,0.0162696722096952,0.0169426163851613,0.046796075075075,0.0018284084084084,0.0099094774774774,0.0001319879879879,0.0004121336336336,7.855855855855858e-06,2.1360360360360325e-05,6.77417417417418e-05,0.0295722807807807,8.801201201201203e-05,0.009505036036036,0.7027027027027027,1.54
16,581,637,0.0,0.0038719115497076,0.0578639315302144,0.0284626401072125,0.909801516812865,518.5085722642401,1.105263157894737,0.3431716546267629,0.3788097695218437,0.5902701674463144,0.3744912280701754,0.0019473684210526,0.3642280701754385,0.0563333333333333,0.0559473684210526,0.0057719298245614,0.1141929824561403,0.0049649122807017,0.0084561403508772,0.0049473684210526,0.0089649122807017,7.915791015408586e-05,0.0004404128352407,0.0006297372581768,0.0015469329573934,0.0002161578947368,6.857769423558914e-06,1.1083333333333363e-05,3.407894736842104e-06,2.1491228070175467e-07,0.0002379085213032,9.630325814536328e-07,5.538220551378436e-06,7.550751879699272e-06,0.0014050701754385,1.0,2.38
17,638,679,0.0,0.0081099537037037,0.116876198743386,0.0103718832671958,0.864641964285714,70.97856481182839,1.3103448275862069,0.4980392156862745,0.2989729225023345,0.6100262633120056,0.2849523809523809,0.0746190476190476,0.3033571428571428,0.0402142857142857,0.1107380952380952,0.0007142857142857,0.0104523809523809,0.0436904761904761,0.1113571428571428,0.001047619047619,0.0190238095238095,0.0007509306926979,0.0004049545850541,0.0013978375925867,0.0008592171893147,0.0005756074332171,0.0015332108013937,0.0002728554006968,0.0049878077816492,1.135888501742162e-06,0.0002359610917537,0.0008168530778164,0.0009874547038327,1.2171893147502912e-06,2.2609175377468068e-05,0.6904761904761905,1.75
18,680,739,0.0,0.0085151504629629,0.0810991319444445,0.0018420949074074,0.908543622685185,131.19056291096612,1.6111111111111112,0.4027450980392153,0.3136601307189542,0.5881911129431276,0.3727333333333334,0.0037833333333333,0.2814333333333333,0.0913,0.1154166666666666,0.00025,0.0387833333333333,0.0086333333333333,0.0859333333333333,0.00055,0.0008833333333333,0.0010026391413993,0.0003985385890259,0.0048770863886152,0.0063011480225988,0.000200952259887,0.0070781480225988,0.0002835355932203,0.0005938064971751,1.9067796610169482e-07,4.26132768361582e-05,1.5625988700564975e-05,0.0003112836158192,2.516949152542374e-07,2.172598870056497e-06,0.9,2.5
19,740,785,0.0252880208333333,0.0,0.0,0.0,0.974711979166667,871.6695744806063,1.0,0.1732310315430521,0.8548167092924123,0.3098406864300685,0.0139782608695652,0.0567608695652173,0.0076521739130434,0.0132826086956521,0.0181304347826087,0.0,0.0011521739130434,0.0001304347826086,0.0015217391304347,0.831413043478261,0.0558260869565217,0.001160787285455,0.0069398874828893,0.0029352009847926,0.0044992661835748,0.0039573859903381,0.0012816541062801,0.0001706072463768,8.99826086956521e-05,0.0,5.875410628019328e-05,3.826086956521746e-07,0.0001065217391304,0.031629047826087,0.0033546357487922,0.2608695652173913,1.92
20,786,804,0.0,0.0025677814327485,0.0641706871345029,0.0100526864035088,0.92320884502924,140.19244602680337,1.0,0.4546955624355006,0.4396284829721363,0.4142857616348438,0.1098421052631579,0.0023684210526315,0.7277368421052632,0.0453157894736842,0.029,0.0018947368421052,0.0035263157894736,0.0,0.030578947368421,0.0463157894736842,0.0032105263157894,0.0049424984992276,0.0108913575750217,0.0016146070879161,0.0006706959064327,0.0001065789473684,0.0308929824561403,8.245029239766089e-05,1.0888888888888896e-05,2.105263157894737e-07,9.298245614035088e-07,0.0,5.925730994152047e-05,0.0407578947368421,9.28421052631578e-05,0.8947368421052632,0.79
21,805,834,0.0,0.0044173032407407,0.088372662037037,0.0192356018518518,0.887974432870371,71.71352220189615,1.1363636363636365,0.4349019607843139,0.2788235294117647,0.510435275241225,0.3613333333333332,0.0438666666666666,0.4226333333333333,0.0528333333333333,0.0724,0.0004333333333333,0.0153666666666666,0.0014666666666666,0.0197333333333333,0.0,0.0097,0.0004490050245926,0.0008456694374842,0.0161594988873295,0.0045971954022988,0.0004120505747126,0.007774516091954,0.0005184195402298,0.000158248275862,3.2298850574712624e-07,1.665402298850575e-05,3.264367816091956e-07,4.082298850574713e-05,0.0,1.6562068965517242e-05,0.7333333333333333,1.25
22,835,848,0.0010279265873015,0.0083320436507936,0.092273685515873,0.0253952628968254,0.872971081349206,143.127098584589,1.3076923076923077,0.3700280112044817,0.4084033613445378,0.5332734633001329,0.2239285714285714,0.038,0.4292857142857142,0.113,0.1165,0.0027857142857142,0.0239285714285714,0.0034285714285714,0.0413571428571428,0.0027857142857142,0.0043571428571428,0.0003137423898669,0.0014168684064877,0.0016425775041119,0.0016879175824175,0.0001281538461538,0.000335912087912,0.0003375384615384,0.0001174999999999,6.42857142857143e-07,1.0225274725274725e-05,5.714285714285714e-07,6.163186813186814e-05,6.42857142857143e-07,7.087912087912086e-07,0.9285714285714286,0.58
23,849,900,0.0,0.011101375534188,0.0753630275106838,0.0552184495192308,0.858317147435897,77.07601536333259,2.0294117647058822,0.4756410256410251,0.3756410256410254,0.5986440602114494,0.2851730769230769,0.0377499999999999,0.438846153846154,0.0694615384615384,0.0449807692307692,0.0162884615384615,0.020826923076923,0.0026538461538461,0.0710576923076923,5.769230769230769e-05,0.0126730769230769,0.001585716828949,0.0088432572922701,0.0042031329407198,0.0373343420060331,0.0008663088235294,0.0265949562594268,0.0016873906485671,0.0003774309954751,0.0001364053544494,0.0001765773001508,1.0935143288084473e-06,0.0017202907239819,1.730769230769235e-07,7.967533936651579e-05,0.6538461538461539,2.17
24,901,950,0.0,0.0097714652777777,0.0456832986111111,0.0,0.944545236111111,60.16060845834571,1.0212765957446808,0.4521568627450976,0.4876078431372545,0.4776739796976501,0.0583,0.0005,0.8595399999999997,0.00634,0.02206,0.0021,0.0149,8e-05,0.03442,0.0,0.00164,2.4637305902753155e-05,7.256863529725611e-05,0.0005010865427356,0.0002265408163265,1.2500000000000034e-05,0.0022695595918367,2.39432653061224e-05,2.299632653061223e-05,9.316326530612248e-06,1.4214285714285718e-05,3.200000000000005e-07,0.0001306975510204,0.0,5.78612244897958e-06,0.94,2.09
25,951,997,0.0020311022458628,0.0069681294326241,0.0434789524231678,0.0083980939716312,0.939123721926714,64.7671251585668,1.0,0.3515227367542763,0.4317897371714642,0.5925139688925871,0.0923829787234042,0.0,0.4492340425531916,0.3567446808510638,0.0320212765957446,0.0122978723404255,0.0036382978723404,0.0,0.0532765957446808,0.0,6.382978723404255e-05,0.0002095685819266,0.0001037955585999,0.0005740879006313,3.593709528214614e-05,0.0,0.0041514005550416,0.003000455134135,3.2934320074005535e-05,2.648473635522666e-06,5.88806660499536e-06,0.0,1.829139685476412e-05,0.0,6.105457909343196e-08,0.7659574468085106,1.96
26,998,1053,0.0,0.0085902405753968,0.056157316468254,0.0,0.935252442956349,41.45100310158574,1.0,0.3534313725490195,0.3432072829131652,0.3096742162810577,0.1723392857142859,0.0010714285714285,0.3879821428571427,0.2249464285714287,0.1762321428571429,0.002375,0.0003392857142857,0.0,0.024125,0.0,0.0101071428571428,7.304882737408668e-06,0.0001856578638585,0.0019299113136698,0.0001073555194805,1.038961038961039e-07,1.3108766233766256e-05,0.0005487425324675,0.0004533451298701,2.2750000000000024e-06,5.918831168831176e-07,0.0,2.9929545454545427e-05,0.0,3.733766233766232e-06,1.0,2.34
27,1054,1101,0.0202270471643518,0.0,0.0,0.0,0.979772952835649,682.565109919465,1.0,0.1656045751633988,0.8633986928104579,0.2965677206658474,0.0071875,0.0326458333333333,0.0098125,0.0152916666666666,0.0183958333333333,4.1666666666666665e-05,2.0833333333333333e-05,0.0,0.0005208333333333,0.8737083333333334,0.042125,0.0007651653346639,0.0059259259259259,3.853138687452342e-05,0.0006121555851063,2.3978280141843984e-05,0.0032074747340425,0.0009207216312056,0.0005196059397163,8.333333333333318e-08,2.083333333333329e-08,0.0,1.3020833333333377e-05,0.0166041684397163,4.283510638297871e-05,0.0208333333333333,2.0
28,1102,1121,0.0056629513888888,0.0,0.0,0.0,0.994337048611111,793.298812149236,0.0,0.227843137254902,0.6509803921568624,0.5010526563812505,0.0535,0.00155,0.4946499999999999,0.4,0.00135,0.0,0.00205,0.0,0.0,0.0444,0.00225,0.0002491349480968,0.0027681660899654,0.0026049181199368,0.0001361578947368,4.805000000000004e-05,0.0135021342105263,0.0082553684210526,1.3818421052631577e-05,0.0,3.657894736842109e-07,0.0,0.0,0.0394271999999999,0.00010125,0.0,0.84
29,1122,1130,0.0006198688271604,0.0107472608024691,0.0299644290123457,0.0,0.958668441358025,504.5440022502517,1.0,0.2971677559912853,0.5564270152505447,0.4845090214125873,0.1167777777777778,0.0,0.5743333333333334,0.2844444444444444,0.0044444444444444,0.0008888888888888,0.0028888888888888,0.0001111111111111,0.0125555555555555,0.0,0.0038888888888888,0.0043666965696954,0.0059225084369259,0.0024154508271419,0.0037306944444444,0.0,0.0088545,0.0247027777777777,3.727777777777778e-05,5.361111111111112e-06,2.6111111111111117e-06,1.1111111111111115e-07,0.0003680277777777,0.0,5.461111111111111e-05,0.2222222222222222,0.38
30,1131,1206,0.0,0.0165619106359649,0.0550975557383041,0.0016656706871345,0.926674862938596,81.66625502687599,1.0,0.441589267285861,0.3570175438596487,0.4951933812189191,0.4124210526315791,0.0,0.3730263157894736,0.0152894736842105,0.0132763157894736,0.0359210526315789,0.0109342105263157,0.0,0.041078947368421,0.0,0.0976447368421053,0.0001632516508495,0.0001925170480989,0.0017768027660468,0.0004148070175438,0.0,0.0004116526315789,4.37284210526316e-05,2.095964912280702e-06,2.748701754385964e-05,4.0356140350877206e-06,0.0,7.572701754385966e-05,0.0,0.0001695387719298,0.7105263157894737,3.17
31,1207,1245,0.0,0.0187204237891738,0.0608325231481481,0.001330876068376,0.919116176994302,83.04491559865102,1.0,0.4922071392659626,0.4908999497234788,0.5668178241851255,0.2276666666666667,0.0,0.3904871794871795,0.0168974358974359,0.0038974358974358,0.1133846153846154,0.0077435897435897,0.0009743589743589,0.0575897435897435,0.0,0.1815897435897436,5.007935803783551e-05,0.0004491161657433,8.229378718710782e-05,0.0007785438596491,0.0,0.0001864143049932,3.372604588394061e-05,7.199730094466936e-06,0.0001946113360323,1.300944669365722e-06,3.940620782726045e-07,2.414304993252361e-05,0.0,0.0002634062078272,0.8461538461538461,1.63
32,1246,1271,0.0,0.0032397302350427,0.0950074385683761,0.0515224759615385,0.850230355235043,229.35222911502785,1.24,0.4087481146304678,0.2938159879336349,0.6144629573798045,0.4979999999999999,0.0043461538461538,0.2613846153846154,0.0652692307692307,0.019,0.0902692307692307,0.0161153846153846,0.0044615384615384,0.0293461538461538,0.0,0.0118076923076923,0.000288267825984,0.001682950344542,0.0003021951240668,0.0029739999999999,1.4955384615384597e-05,0.0005620061538461,8.98046153846154e-05,1.0800000000000002e-05,8.372461538461536e-05,3.386153846153847e-06,4.984615384615388e-07,4.42353846153846e-05,0.0,0.0010959215384615,0.9615384615384616,1.09
33,1272,1324,0.0,0.0064447392557652,0.076136982442348,0.0099739976415094,0.907444280660377,228.7779573696249,2.795918367346939,0.4204957454679982,0.2434332223455417,0.6168190163630267,0.420433962264151,0.0198113207547169,0.2635471698113208,0.0837735849056604,0.1669999999999999,0.003754716981132,0.0094339622641509,0.0048867924528301,0.0272075471698113,0.0,9.433962264150944e-05,8.969420603552616e-05,6.438296312292518e-05,0.0011323418073806,0.0002448272859216,1.300217706821481e-05,5.759869375907123e-05,4.0524673439767785e-05,0.0006381153846153,0.0001027271407837,2.904208998548621e-06,6.407837445573293e-07,6.283018867924528e-06,0.0,4.716981132075478e-07,0.9245283018867924,2.21
34,1325,1352,0.0,0.004625210813492,0.106043191964286,0.0335827876984127,0.855748809523809,261.5372825740556,2.857142857142857,0.404621848739496,0.2950980392156861,0.4497573860590812,0.5066071428571428,0.0070714285714285,0.3113928571428571,0.0332857142857143,0.0171785714285714,0.0417142857142857,0.0059642857142857,0.0337142857142857,0.0204642857142857,0.0064642857142857,0.0159285714285714,0.0002415635825862,0.0001408290258732,0.0189100936973105,0.0005203214285714,1.4735449735449728e-05,0.0001583955026455,0.000144656084656,0.0007142261904761,0.0001615449735449,2.7023809523809515e-06,5.198941798941801e-05,1.4332010582010582e-05,2.5517195767195765e-05,2.0216931216931217e-05,1.0,1.17
35,1353,1421,8.81692834138486e-05,0.0106065770933977,0.0699184581320451,0.008101268115942,0.911285527375201,263.1918735382839,2.27536231884058,0.4147200909349242,0.2700767263427112,0.5549625615532111,0.3764492753623189,0.0202753623188405,0.2401594202898551,0.1155217391304348,0.2009855072463768,0.0052898550724637,0.0073768115942029,0.0091449275362318,0.0228695652173913,0.0013768115942028,0.0002463768115942,8.476640075149797e-05,4.4739825622842384e-05,0.001337255725121,0.0004789863597612,2.437766410912194e-06,0.0002758124467178,0.000103341432225,0.0005189262574595,1.9147485080988884e-06,1.4441602728047732e-06,2.497868712702473e-05,3.02685421994885e-06,5.267689684569491e-06,4.188405797101458e-06,1.0,2.88
36,1422,1435,0.0060300595238095,0.0,0.0,0.0,0.993969940476191,855.9564486228595,0.0,0.2260504201680672,0.576470588235294,0.5116154829267417,0.1433571428571428,0.0,0.4242857142857142,0.4294285714285714,0.001,0.0,0.0019285714285714,0.0,0.0,0.0,0.0,3.802425947754642e-06,1.3274101770545868e-32,5.503734889530855e-07,5.785714285714264e-06,0.0,6.52747252747254e-06,4.417582417582425e-06,2.025467189109172e-37,0.0,2.252747252747253e-07,0.0,0.0,0.0,0.0,0.0,0.58
37,1436,1449,0.000850992063492,0.0021055307539682,0.0258527033730159,0.0005896825396825,0.970601091269841,595.0731847670006,0.0,0.2627450980392157,0.5408963585434172,0.5196095936942827,0.1507857142857142,0.0022142857142857,0.4451428571428572,0.3767857142857142,0.0067142857142857,0.0027857142857142,0.003,0.0005714285714285,0.0107142857142857,0.0003571428571428,0.0007142857142857,0.0009700411084494,0.0042598155400923,0.0003094660653948,0.0046341813186813,3.6027472527472526e-05,0.0006945934065934,0.009023412087912,1.9142857142857143e-05,9.104395604395604e-06,3.538461538461538e-06,1.6483516483516484e-06,0.0001125274725274,8.626373626373627e-07,3.736263736263735e-07,0.0,0.58
38,1450,1480,0.0,0.0045126232078853,0.0749827508960574,0.0077667338709677,0.91273789202509,127.64927678352456,1.3076923076923077,0.4574320050600886,0.3420619860847564,0.6553593057637961,0.3597096774193548,0.0934193548387097,0.3988709677419354,0.0257096774193548,0.0100645161290322,0.0144193548387096,0.0187741935483871,0.002,0.0509677419354838,0.0240322580645161,0.002258064516129,0.0001625512106592,0.0006743146763238,6.895406060961388e-05,0.0025039462365591,0.0007438516129032,6.211612903225791e-05,1.667956989247312e-05,5.195698924731185e-06,8.651612903225816e-06,0.0001055806451612,2.666666666666667e-07,2.4565591397849464e-05,0.0001482322580645,1.0645161290322574e-06,0.8387096774193549,1.29
39,1481,1518,0.0,0.0054455774853801,0.0190654148391813,6.43731725146199e-05,0.975424634502924,24.676192021275927,1.0454545454545454,0.5541795665634677,0.2943240454076368,0.5230452123262223,0.3804473684210526,0.3879473684210527,0.1713157894736842,0.0138421052631579,0.0015263157894736,0.0178947368421052,0.0042368421052631,0.0001578947368421,0.0215263157894736,0.0007105263157894,2.631578947368421e-05,0.0008571383257232,0.0001861632165766,0.0227033126490768,0.0042663620199146,0.0058620512091038,0.0013582759601706,9.379800853485053e-06,6.34423897581793e-07,1.93456614509246e-06,3.0834281650071114e-05,2.98719772403983e-07,5.820199146514938e-05,1.918421052631577e-05,2.631578947368417e-08,0.5789473684210527,1.59
40,1519,1570,0.0,0.0044558961004273,0.0685980368589744,0.0060498197115384,0.92089624732906,85.98765383516935,1.2571428571428571,0.4460030165912514,0.2742835595776771,0.6247230765178244,0.4955769230769232,0.021326923076923,0.34125,0.0252115384615384,0.015,0.0206730769230769,0.0317499999999999,0.0012692307692307,0.0424615384615384,0.0048653846153846,0.0005961538461538,0.0004566059115214,0.0005587072613329,0.0007461304741441,0.0002080920060331,0.0001305380844645,0.0001301519607843,6.930731523378588e-05,2.2862745098039212e-05,2.924396681749623e-05,0.0001823480392156,3.574660633484164e-07,1.441025641025641e-05,1.2471719457013572e-05,2.454751131221717e-07,0.6730769230769231,2.17
41,1571,1585,0.0075557407407407,0.0,0.0,0.0,0.992444259259259,896.5972819275354,1.0,0.2504575163398693,0.5921568627450978,0.5345337462113684,0.116,0.0016,0.4742666666666666,0.3981333333333333,0.0019333333333333,0.0004,0.0047333333333333,0.0003333333333333,0.0022666666666666,0.0001333333333333,6.666666666666667e-05,0.0033368850808297,0.0093524468610973,0.001025814486475,0.0134885714285714,3.839999999999997e-05,0.0014024952380952,0.0112396952380952,1.3066666666666668e-05,2.399999999999998e-06,2.049523809523809e-05,1.6666666666666675e-06,7.706666666666673e-05,2.6666666666666657e-07,6.666666666666664e-08,0.0666666666666666,0.63
42,1586,1595,0.0015094791666666,0.0019215972222222,0.0195255902777778,6.29513888888889e-05,0.976980381944444,739.9979819988911,1.0,0.2831372549019608,0.5937254901960783,0.5161001890108232,0.0851999999999999,0.0,0.5010999999999999,0.3488,0.0026,0.0,0.0163,0.0004,0.0447,0.0007,0.0002,0.0019028578751762,0.0003014225297962,0.0005950255036369,0.0001617333333333,0.0,0.0038772111111111,0.0123863999999999,1.248888888888889e-05,0.0,0.0002340111111111,2.666666666666667e-07,0.0020280111111111,1.5666666666666668e-06,1.7777777777777776e-07,0.8,0.42
