Text;Face;Person;Objects;Background
0;0.00782141203703704;0.0500655092592593;0.0348634259259259;0.907249652777778
0;0.0155132161458333;0.0533448350694444;0;0.931141948784722
0.0137502170138889;0;0;0;0.986249782986111
0.00163142361111111;0.00790928819444445;0.0321953993055556;0;0.958263888888889
0;0.00873268849206349;0.0490172123015873;0.0148400545634921;0.927410044642857
0;0.0133970756172839;0.120876859567901;0.00148957561728395;0.864236489197531
0;0.00699463975694444;0.112729014756944;0.000644205729166667;0.879632139756944
0;0.0142887268518519;0.112440046296296;0.000445694444444444;0.872825532407407
0;0.00420484913793103;0.13433284243295;0;0.861462308429119
0;0.00577900683421517;0.116628802910053;0;0.877592190255732
0;0.00819713541666667;0.0889471643518518;0;0.902855700231482
0;0.0141971805555556;0.0945168020833333;0;0.891286017361111
0;0.0119673090277778;0.09375375;0;0.894278940972222
0;0;0;0;1
0;0.00757398227969349;0.124156860632184;0.000297844827586207;0.867971312260536
0;0.00871618055555556;0.0786797916666667;0.00789831944444444;0.904705708333334
0;0.00508925347222222;0.0442407291666667;0.0659462673611111;0.88472375
0;0.00403715277777778;0.0361104166666667;0.0202581944444444;0.939594236111111
0.00357171247044917;0;0;0;0.996428287529551
0.00363949652777778;0;0;0;0.996360503472222
7.39022166105499e-05;0;0;0.0770342627665545;0.922891835016835
0.0137805861928104;0;0;0;0.98621941380719
0.0145024203431373;0;0;0;0.985497579656863
0;0;0;0;1
