IDs,Video,Resolution
NDARLT216FTN,/Volumes/methlab_data/HBN/EEG-ET/NDARLT216FTN/NDARLT216FTN_Video-WK_Samples_ET.mat,800600
NDARLT365LHK,/Volumes/methlab_data/HBN/EEG-ET/NDARLT365LHK/NDARLT365LHK_Video-DM_Samples_ET.mat,800600
NDARLT365LHK,/Volumes/methlab_data/HBN/EEG-ET/NDARLT365LHK/NDARLT365LHK_Video-FF_Samples_ET.mat,800600
NDARLT365LHK,/Volumes/methlab_data/HBN/EEG-ET/NDARLT365LHK/NDARLT365LHK_Video-TP_Samples_ET.mat,800600
NDARLT365LHK,/Volumes/methlab_data/HBN/EEG-ET/NDARLT365LHK/NDARLT365LHK_Video-WK_Samples_ET.mat,800600
NDARLU111UYF,/Volumes/methlab_data/HBN/EEG-ET/NDARLU111UYF/NDARLU111UYF_Video1_Samples_ET.mat,800600
NDARLU111UYF,/Volumes/methlab_data/HBN/EEG-ET/NDARLU111UYF/NDARLU111UYF_Video2_Samples_ET.mat,800600
NDARLU111UYF,/Volumes/methlab_data/HBN/EEG-ET/NDARLU111UYF/NDARLU111UYF_Video3_Samples_ET.mat,800600
NDARLU111UYF,/Volumes/methlab_data/HBN/EEG-ET/NDARLU111UYF/NDARLU111UYF_Video4_Samples_ET.mat,800600
NDARLU529MP7,/Volumes/methlab_data/HBN/EEG-ET/NDARLU529MP7/NDARLU529MP7_Video-DM_Samples_ET.mat,1440900
NDARLU529MP7,/Volumes/methlab_data/HBN/EEG-ET/NDARLU529MP7/NDARLU529MP7_Video-TP_Samples_ET.mat,1440900
NDARLU529MP7,/Volumes/methlab_data/HBN/EEG-ET/NDARLU529MP7/NDARLU529MP7_Video-WK_Samples_ET.mat,1440900
NDARLU939YX4,/Volumes/methlab_data/HBN/EEG-ET/NDARLU939YX4/NDARLU939YX4_Video1_Samples_ET.mat,800600
NDARLU939YX4,/Volumes/methlab_data/HBN/EEG-ET/NDARLU939YX4/NDARLU939YX4_Video2_Samples_ET.mat,800600
NDARLU939YX4,/Volumes/methlab_data/HBN/EEG-ET/NDARLU939YX4/NDARLU939YX4_Video3_Samples_ET.mat,800600
NDARLU939YX4,/Volumes/methlab_data/HBN/EEG-ET/NDARLU939YX4/NDARLU939YX4_Video4_Samples_ET.mat,800600
NDARLV086DEH,/Volumes/methlab_data/HBN/EEG-ET/NDARLV086DEH/NDARLV086DEH_Video1_Samples_ET.mat,800600
NDARLV086DEH,/Volumes/methlab_data/HBN/EEG-ET/NDARLV086DEH/NDARLV086DEH_Video2_Samples_ET.mat,800600
NDARLV086DEH,/Volumes/methlab_data/HBN/EEG-ET/NDARLV086DEH/NDARLV086DEH_Video3_Samples_ET.mat,800600
NDARLV252DY2,/Volumes/methlab_data/HBN/EEG-ET/NDARLV252DY2/NDARLV252DY2_Video-DM_Samples_ET.mat,800600
NDARLV252DY2,/Volumes/methlab_data/HBN/EEG-ET/NDARLV252DY2/NDARLV252DY2_Video-FF_Samples_ET.mat,800600
NDARLV252DY2,/Volumes/methlab_data/HBN/EEG-ET/NDARLV252DY2/NDARLV252DY2_Video-TP_Samples_ET.mat,800600
NDARLV252DY2,/Volumes/methlab_data/HBN/EEG-ET/NDARLV252DY2/NDARLV252DY2_Video-WK_Samples_ET.mat,800600
NDARLV387GP4,/Volumes/methlab_data/HBN/EEG-ET/NDARLV387GP4/NDARLV387GP4_Video1_Samples_ET.mat,800600
NDARLV387GP4,/Volumes/methlab_data/HBN/EEG-ET/NDARLV387GP4/NDARLV387GP4_Video3_Samples_ET.mat,800600
NDARLV812JXX,/Volumes/methlab_data/HBN/EEG-ET/NDARLV812JXX/NDARLV812JXX_Video-DM_Samples_ET.mat,800600
NDARLV812JXX,/Volumes/methlab_data/HBN/EEG-ET/NDARLV812JXX/NDARLV812JXX_Video-FF_Samples_ET.mat,800600
NDARLV812JXX,/Volumes/methlab_data/HBN/EEG-ET/NDARLV812JXX/NDARLV812JXX_Video-TP_Samples_ET.mat,800600
NDARLV812JXX,/Volumes/methlab_data/HBN/EEG-ET/NDARLV812JXX/NDARLV812JXX_Video-WK_Samples_ET.mat,800600
NDARLW308UR0,/Volumes/methlab_data/HBN/EEG-ET/NDARLW308UR0/NDARLW308UR0_Video1_Samples_ET.mat,800600
NDARLW308UR0,/Volumes/methlab_data/HBN/EEG-ET/NDARLW308UR0/NDARLW308UR0_Video3_Samples_ET.mat,800600
NDARLW774VY1,/Volumes/methlab_data/HBN/EEG-ET/NDARLW774VY1/NDARLW774VY1_Video1_Samples_ET.mat,800600
NDARLW774VY1,/Volumes/methlab_data/HBN/EEG-ET/NDARLW774VY1/NDARLW774VY1_Video2_Samples_ET.mat,800600
NDARLW774VY1,/Volumes/methlab_data/HBN/EEG-ET/NDARLW774VY1/NDARLW774VY1_Video3_Samples_ET.mat,800600
NDARLW774VY1,/Volumes/methlab_data/HBN/EEG-ET/NDARLW774VY1/NDARLW774VY1_Video4_Samples_ET.mat,800600
NDARLX816JUZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLX816JUZ/NDARLX816JUZ_Video1_Samples_ET.mat,800600
NDARLX816JUZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLX816JUZ/NDARLX816JUZ_Video3_Samples_ET.mat,800600
NDARLX836EHJ,/Volumes/methlab_data/HBN/EEG-ET/NDARLX836EHJ/NDARLX836EHJ_Video1_Samples_ET.mat,800600
NDARLX836EHJ,/Volumes/methlab_data/HBN/EEG-ET/NDARLX836EHJ/NDARLX836EHJ_Video3_Samples_ET.mat,800600
NDARLY030ZBG,/Volumes/methlab_data/HBN/EEG-ET/NDARLY030ZBG/NDARLY030ZBG_Video-DM_Samples_ET.mat,800600
NDARLY030ZBG,/Volumes/methlab_data/HBN/EEG-ET/NDARLY030ZBG/NDARLY030ZBG_Video-FF_Samples_ET.mat,800600
NDARLY030ZBG,/Volumes/methlab_data/HBN/EEG-ET/NDARLY030ZBG/NDARLY030ZBG_Video-TP_Samples_ET.mat,800600
NDARLY030ZBG,/Volumes/methlab_data/HBN/EEG-ET/NDARLY030ZBG/NDARLY030ZBG_Video-WK_Samples_ET.mat,800600
NDARLY125HMB,/Volumes/methlab_data/HBN/EEG-ET/NDARLY125HMB/NDARLY125HMB_Video1_Samples_ET.mat,800600
NDARLY125HMB,/Volumes/methlab_data/HBN/EEG-ET/NDARLY125HMB/NDARLY125HMB_Video2_Samples_ET.mat,800600
NDARLY125HMB,/Volumes/methlab_data/HBN/EEG-ET/NDARLY125HMB/NDARLY125HMB_Video3_Samples_ET.mat,800600
NDARLY125HMB,/Volumes/methlab_data/HBN/EEG-ET/NDARLY125HMB/NDARLY125HMB_Video4_Samples_ET.mat,800600
NDARLY465LNP,/Volumes/methlab_data/HBN/EEG-ET/NDARLY465LNP/NDARLY465LNP_Video-DM_Samples_ET.mat,1440900
NDARLY465LNP,/Volumes/methlab_data/HBN/EEG-ET/NDARLY465LNP/NDARLY465LNP_Video-TP_Samples_ET.mat,1440900
NDARLY465LNP,/Volumes/methlab_data/HBN/EEG-ET/NDARLY465LNP/NDARLY465LNP_Video-WK_Samples_ET.mat,1440900
NDARLY483UNZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLY483UNZ/NDARLY483UNZ_Video1_Samples_ET.mat,800600
NDARLY483UNZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLY483UNZ/NDARLY483UNZ_Video3_Samples_ET.mat,800600
NDARLY483UNZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLY483UNZ/NDARLY483UNZ_Video4_Samples_ET.mat,800600
NDARLY585ZVN,/Volumes/methlab_data/HBN/EEG-ET/NDARLY585ZVN/NDARLY585ZVN_Video1_Samples_ET.mat,800600
NDARLY585ZVN,/Volumes/methlab_data/HBN/EEG-ET/NDARLY585ZVN/NDARLY585ZVN_Video3_Samples_ET.mat,800600
NDARLY687YDQ,/Volumes/methlab_data/HBN/EEG-ET/NDARLY687YDQ/NDARLY687YDQ_Video1_Samples_ET.mat,800600
NDARLY687YDQ,/Volumes/methlab_data/HBN/EEG-ET/NDARLY687YDQ/NDARLY687YDQ_Video2_Samples_ET.mat,800600
NDARLY867ZD4,/Volumes/methlab_data/HBN/EEG-ET/NDARLY867ZD4/NDARLY867ZD4_Video-DM_Samples_ET.mat,1600900
NDARLY867ZD4,/Volumes/methlab_data/HBN/EEG-ET/NDARLY867ZD4/NDARLY867ZD4_Video-FF_Samples_ET.mat,1600900
NDARLY867ZD4,/Volumes/methlab_data/HBN/EEG-ET/NDARLY867ZD4/NDARLY867ZD4_Video-TP_Samples_ET.mat,1600900
NDARLY867ZD4,/Volumes/methlab_data/HBN/EEG-ET/NDARLY867ZD4/NDARLY867ZD4_Video-WK_Samples_ET.mat,1600900
NDARLYO38AJZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLYO38AJZ/NDARLYO38AJZ_Video-DM_Samples_ET.mat,1440900
NDARLYO38AJZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLYO38AJZ/NDARLYO38AJZ_Video-TP_Samples_ET.mat,1440900
NDARLYO38AJZ,/Volumes/methlab_data/HBN/EEG-ET/NDARLYO38AJZ/NDARLYO38AJZ_Video-WK_Samples_ET.mat,1440900
NDARLZ007NHG,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ007NHG/NDARLZ007NHG_Video-DM_Samples_ET.mat,800600
NDARLZ007NHG,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ007NHG/NDARLZ007NHG_Video-FF_Samples_ET.mat,800600
NDARLZ007NHG,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ007NHG/NDARLZ007NHG_Video-TP_Samples_ET.mat,800600
NDARLZ007NHG,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ007NHG/NDARLZ007NHG_Video-WK_Samples_ET.mat,800600
NDARLZ104NDT,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ104NDT/NDARLZ104NDT_Video1_Samples_ET.mat,800600
NDARLZ104NDT,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ104NDT/NDARLZ104NDT_Video3_Samples_ET.mat,800600
NDARLZ228PCB,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ228PCB/NDARLZ228PCB_Video1_Samples_ET.mat,800600
NDARLZ228PCB,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ228PCB/NDARLZ228PCB_Video3_Samples_ET.mat,800600
NDARLZ701LJ3,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ701LJ3/NDARLZ701LJ3_Video1_Samples_ET.mat,800600
NDARLZ701LJ3,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ701LJ3/NDARLZ701LJ3_Video2_Samples_ET.mat,800600
NDARLZ701LJ3,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ701LJ3/NDARLZ701LJ3_Video3_Samples_ET.mat,800600
NDARLZ701LJ3,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ701LJ3/NDARLZ701LJ3_Video4_Samples_ET.mat,800600
NDARLZ986JLL,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ986JLL/NDARLZ986JLL_Video1_Samples_ET.mat,800600
NDARLZ986JLL,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ986JLL/NDARLZ986JLL_Video2_Samples_ET.mat,800600
NDARLZ986JLL,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ986JLL/NDARLZ986JLL_Video3_Samples_ET.mat,800600
NDARLZ986JLL,/Volumes/methlab_data/HBN/EEG-ET/NDARLZ986JLL/NDARLZ986JLL_Video4_Samples_ET.mat,800600
NDARMA390CHB,/Volumes/methlab_data/HBN/EEG-ET/NDARMA390CHB/NDARMA390CHB_Video-DM_Samples_ET.mat,800600
NDARMA390CHB,/Volumes/methlab_data/HBN/EEG-ET/NDARMA390CHB/NDARMA390CHB_Video-FF_Samples_ET.mat,800600
NDARMA390CHB,/Volumes/methlab_data/HBN/EEG-ET/NDARMA390CHB/NDARMA390CHB_Video-TP_Samples_ET.mat,800600
NDARMA390CHB,/Volumes/methlab_data/HBN/EEG-ET/NDARMA390CHB/NDARMA390CHB_Video-WK_Samples_ET.mat,800600
NDARMA584EM0,/Volumes/methlab_data/HBN/EEG-ET/NDARMA584EM0/NDARMA584EM0_Video1_Samples_ET.mat,800600
NDARMA584EM0,/Volumes/methlab_data/HBN/EEG-ET/NDARMA584EM0/NDARMA584EM0_Video2_Samples_ET.mat,800600
NDARMA584EM0,/Volumes/methlab_data/HBN/EEG-ET/NDARMA584EM0/NDARMA584EM0_Video3_Samples_ET.mat,800600
NDARMA629XDR,/Volumes/methlab_data/HBN/EEG-ET/NDARMA629XDR/NDARMA629XDR_Video-DM_Samples_ET.mat,1440900
NDARMA629XDR,/Volumes/methlab_data/HBN/EEG-ET/NDARMA629XDR/NDARMA629XDR_Video-TP_Samples_ET.mat,1440900
NDARMA629XDR,/Volumes/methlab_data/HBN/EEG-ET/NDARMA629XDR/NDARMA629XDR_Video-WK_Samples_ET.mat,1440900
NDARMB216LA6,/Volumes/methlab_data/HBN/EEG-ET/NDARMB216LA6/NDARMB216LA6_Video1_Samples_ET.mat,800600
NDARMB216LA6,/Volumes/methlab_data/HBN/EEG-ET/NDARMB216LA6/NDARMB216LA6_Video2_Samples_ET.mat,800600
NDARMB216LA6,/Volumes/methlab_data/HBN/EEG-ET/NDARMB216LA6/NDARMB216LA6_Video3_Samples_ET.mat,800600
NDARMB216LA6,/Volumes/methlab_data/HBN/EEG-ET/NDARMB216LA6/NDARMB216LA6_Video4_Samples_ET.mat,800600
NDARMB273TED,/Volumes/methlab_data/HBN/EEG-ET/NDARMB273TED/NDARMB273TED_Video-DM_Samples_ET.mat,800600
NDARMB273TED,/Volumes/methlab_data/HBN/EEG-ET/NDARMB273TED/NDARMB273TED_Video-FF_Samples_ET.mat,800600
NDARMB273TED,/Volumes/methlab_data/HBN/EEG-ET/NDARMB273TED/NDARMB273TED_Video-TP_Samples_ET.mat,800600
NDARMB273TED,/Volumes/methlab_data/HBN/EEG-ET/NDARMB273TED/NDARMB273TED_Video-WK_Samples_ET.mat,800600
NDARMB290GPL,/Volumes/methlab_data/HBN/EEG-ET/NDARMB290GPL/NDARMB290GPL_Video-DM_Samples_ET.mat,800600
NDARMB290GPL,/Volumes/methlab_data/HBN/EEG-ET/NDARMB290GPL/NDARMB290GPL_Video-FF_Samples_ET.mat,800600
NDARMB290GPL,/Volumes/methlab_data/HBN/EEG-ET/NDARMB290GPL/NDARMB290GPL_Video-TP_Samples_ET.mat,800600
NDARMB290GPL,/Volumes/methlab_data/HBN/EEG-ET/NDARMB290GPL/NDARMB290GPL_Video-WK_Samples_ET.mat,800600
NDARMC325JCN,/Volumes/methlab_data/HBN/EEG-ET/NDARMC325JCN/NDARMC325JCN_Video1_Samples_ET.mat,800600
NDARMC325JCN,/Volumes/methlab_data/HBN/EEG-ET/NDARMC325JCN/NDARMC325JCN_Video3_Samples_ET.mat,800600
NDARMC325JCN,/Volumes/methlab_data/HBN/EEG-ET/NDARMC325JCN/NDARMC325JCN_Video4_Samples_ET.mat,800600
NDARMC337WLJ,/Volumes/methlab_data/HBN/EEG-ET/NDARMC337WLJ/NDARMC337WLJ_Video-DM_Samples_ET.mat,1440900
NDARMC337WLJ,/Volumes/methlab_data/HBN/EEG-ET/NDARMC337WLJ/NDARMC337WLJ_Video-TP_Samples_ET.mat,1440900
NDARMC337WLJ,/Volumes/methlab_data/HBN/EEG-ET/NDARMC337WLJ/NDARMC337WLJ_Video-WK_Samples_ET.mat,1440900
NDARMC473UHD,/Volumes/methlab_data/HBN/EEG-ET/NDARMC473UHD/NDARMC473UHD_Video1_Samples_ET.mat,800600
NDARMC473UHD,/Volumes/methlab_data/HBN/EEG-ET/NDARMC473UHD/NDARMC473UHD_Video2_Samples_ET.mat,800600
NDARMC473UHD,/Volumes/methlab_data/HBN/EEG-ET/NDARMC473UHD/NDARMC473UHD_Video3_Samples_ET.mat,800600
NDARMC473UHD,/Volumes/methlab_data/HBN/EEG-ET/NDARMC473UHD/NDARMC473UHD_Video4_Samples_ET.mat,800600
NDARMC481AWW,/Volumes/methlab_data/HBN/EEG-ET/NDARMC481AWW/NDARMC481AWW_Video-DM_Samples_ET.mat,800600
NDARMC481AWW,/Volumes/methlab_data/HBN/EEG-ET/NDARMC481AWW/NDARMC481AWW_Video-FF_Samples_ET.mat,800600
NDARMC481AWW,/Volumes/methlab_data/HBN/EEG-ET/NDARMC481AWW/NDARMC481AWW_Video-TP_Samples_ET.mat,800600
NDARMC481AWW,/Volumes/methlab_data/HBN/EEG-ET/NDARMC481AWW/NDARMC481AWW_Video-WK_Samples_ET.mat,800600
NDARMC694YF3,/Volumes/methlab_data/HBN/EEG-ET/NDARMC694YF3/NDARMC694YF3_Video-DM_Samples_ET.mat,1440900
NDARMC694YF3,/Volumes/methlab_data/HBN/EEG-ET/NDARMC694YF3/NDARMC694YF3_Video-TP_Samples_ET.mat,1440900
NDARMC694YF3,/Volumes/methlab_data/HBN/EEG-ET/NDARMC694YF3/NDARMC694YF3_Video-WK_Samples_ET.mat,1440900
NDARMC759CX3,/Volumes/methlab_data/HBN/EEG-ET/NDARMC759CX3/NDARMC759CX3_Video1_Samples_ET.mat,800600
NDARMC759CX3,/Volumes/methlab_data/HBN/EEG-ET/NDARMC759CX3/NDARMC759CX3_Video3_Samples_ET.mat,800600
NDARMC760NEC,/Volumes/methlab_data/HBN/EEG-ET/NDARMC760NEC/NDARMC760NEC_Video1_Samples_ET.mat,800600
NDARMC760NEC,/Volumes/methlab_data/HBN/EEG-ET/NDARMC760NEC/NDARMC760NEC_Video3_Samples_ET.mat,800600
NDARMC774PRM,/Volumes/methlab_data/HBN/EEG-ET/NDARMC774PRM/NDARMC774PRM_Video2_Samples_ET.mat,800600
NDARMC774PRM,/Volumes/methlab_data/HBN/EEG-ET/NDARMC774PRM/NDARMC774PRM_Video3_Samples_ET.mat,800600
NDARMC774PRM,/Volumes/methlab_data/HBN/EEG-ET/NDARMC774PRM/NDARMC774PRM_Video4_Samples_ET.mat,800600
NDARMC950EUL,/Volumes/methlab_data/HBN/EEG-ET/NDARMC950EUL/NDARMC950EUL_Video-DM_Samples_ET.mat,800600
NDARMC950EUL,/Volumes/methlab_data/HBN/EEG-ET/NDARMC950EUL/NDARMC950EUL_Video-FF_Samples_ET.mat,800600
NDARMC950EUL,/Volumes/methlab_data/HBN/EEG-ET/NDARMC950EUL/NDARMC950EUL_Video-TP_Samples_ET.mat,800600
NDARMC950EUL,/Volumes/methlab_data/HBN/EEG-ET/NDARMC950EUL/NDARMC950EUL_Video-WK_Samples_ET.mat,800600
NDARMD134JRU,/Volumes/methlab_data/HBN/EEG-ET/NDARMD134JRU/NDARMD134JRU_Video-DM_Samples_ET.mat,800600
NDARMD134JRU,/Volumes/methlab_data/HBN/EEG-ET/NDARMD134JRU/NDARMD134JRU_Video-FF_Samples_ET.mat,800600
NDARMD134JRU,/Volumes/methlab_data/HBN/EEG-ET/NDARMD134JRU/NDARMD134JRU_Video-TP_Samples_ET.mat,800600
NDARMD134JRU,/Volumes/methlab_data/HBN/EEG-ET/NDARMD134JRU/NDARMD134JRU_Video-WK_Samples_ET.mat,800600
NDARMD567YYM,/Volumes/methlab_data/HBN/EEG-ET/NDARMD567YYM/NDARMD567YYM_Video1_Samples_ET.mat,800600
NDARMD567YYM,/Volumes/methlab_data/HBN/EEG-ET/NDARMD567YYM/NDARMD567YYM_Video3_Samples_ET.mat,800600
NDARMD575AXD,/Volumes/methlab_data/HBN/EEG-ET/NDARMD575AXD/NDARMD575AXD_Video1_Samples_ET.mat,800600
NDARMD575AXD,/Volumes/methlab_data/HBN/EEG-ET/NDARMD575AXD/NDARMD575AXD_Video2_Samples_ET.mat,800600
NDARMD987YR6,/Volumes/methlab_data/HBN/EEG-ET/NDARMD987YR6/NDARMD987YR6_Video-DM_Samples_ET.mat,1440900
NDARMD987YR6,/Volumes/methlab_data/HBN/EEG-ET/NDARMD987YR6/NDARMD987YR6_Video-TP_Samples_ET.mat,1440900
NDARME563AK8,/Volumes/methlab_data/HBN/EEG-ET/NDARME563AK8/NDARME563AK8_Video-DM_Samples_ET.mat,800600
NDARME563AK8,/Volumes/methlab_data/HBN/EEG-ET/NDARME563AK8/NDARME563AK8_Video-FF_Samples_ET.mat,800600
NDARME563AK8,/Volumes/methlab_data/HBN/EEG-ET/NDARME563AK8/NDARME563AK8_Video-TP_Samples_ET.mat,800600
NDARME563AK8,/Volumes/methlab_data/HBN/EEG-ET/NDARME563AK8/NDARME563AK8_Video-WK_Samples_ET.mat,800600
NDARME573TRB,/Volumes/methlab_data/HBN/EEG-ET/NDARME573TRB/NDARME573TRB_Video-WK_Samples_ET.mat,800600
NDARME656MTN,/Volumes/methlab_data/HBN/EEG-ET/NDARME656MTN/NDARME656MTN_Video1_Samples_ET.mat,800600
NDARME656MTN,/Volumes/methlab_data/HBN/EEG-ET/NDARME656MTN/NDARME656MTN_Video3_Samples_ET.mat,800600
NDARME689TAF,/Volumes/methlab_data/HBN/EEG-ET/NDARME689TAF/NDARME689TAF_Video-DM_Samples_ET.mat,800600
NDARME689TAF,/Volumes/methlab_data/HBN/EEG-ET/NDARME689TAF/NDARME689TAF_Video-FF_Samples_ET.mat,800600
NDARME689TAF,/Volumes/methlab_data/HBN/EEG-ET/NDARME689TAF/NDARME689TAF_Video-TP_Samples_ET.mat,800600
NDARME689TAF,/Volumes/methlab_data/HBN/EEG-ET/NDARME689TAF/NDARME689TAF_Video-WK_Samples_ET.mat,800600
NDARME724FJE,/Volumes/methlab_data/HBN/EEG-ET/NDARME724FJE/NDARME724FJE_Video-DM_Samples_ET.mat,800600
NDARME724FJE,/Volumes/methlab_data/HBN/EEG-ET/NDARME724FJE/NDARME724FJE_Video-FF_Samples_ET.mat,800600
NDARME724FJE,/Volumes/methlab_data/HBN/EEG-ET/NDARME724FJE/NDARME724FJE_Video-TP_Samples_ET.mat,800600
NDARME724FJE,/Volumes/methlab_data/HBN/EEG-ET/NDARME724FJE/NDARME724FJE_Video-WK_Samples_ET.mat,800600
NDARME789TD2,/Volumes/methlab_data/HBN/EEG-ET/NDARME789TD2/NDARME789TD2_Video-DM_Samples_ET.mat,800600
NDARME789TD2,/Volumes/methlab_data/HBN/EEG-ET/NDARME789TD2/NDARME789TD2_Video-FF_Samples_ET.mat,800600
NDARME789TD2,/Volumes/methlab_data/HBN/EEG-ET/NDARME789TD2/NDARME789TD2_Video-TP_Samples_ET.mat,800600
NDARME789TD2,/Volumes/methlab_data/HBN/EEG-ET/NDARME789TD2/NDARME789TD2_Video-WK_Samples_ET.mat,800600
NDARME880JD7,/Volumes/methlab_data/HBN/EEG-ET/NDARME880JD7/NDARME880JD7_Video1_Samples_ET.mat,800600
NDARME880JD7,/Volumes/methlab_data/HBN/EEG-ET/NDARME880JD7/NDARME880JD7_Video3_Samples_ET.mat,800600
NDARME880JD7,/Volumes/methlab_data/HBN/EEG-ET/NDARME880JD7/NDARME880JD7_Video4_Samples_ET.mat,800600
NDARME930DE7,/Volumes/methlab_data/HBN/EEG-ET/NDARME930DE7/NDARME930DE7_Video1_Samples_ET.mat,800600
NDARME930DE7,/Volumes/methlab_data/HBN/EEG-ET/NDARME930DE7/NDARME930DE7_Video3_Samples_ET.mat,800600
NDARMF116AFR,/Volumes/methlab_data/HBN/EEG-ET/NDARMF116AFR/NDARMF116AFR_Video1_Samples_ET.mat,800600
NDARMF116AFR,/Volumes/methlab_data/HBN/EEG-ET/NDARMF116AFR/NDARMF116AFR_Video2_Samples_ET.mat,800600
NDARMF116AFR,/Volumes/methlab_data/HBN/EEG-ET/NDARMF116AFR/NDARMF116AFR_Video3_Samples_ET.mat,800600
NDARMF116AFR,/Volumes/methlab_data/HBN/EEG-ET/NDARMF116AFR/NDARMF116AFR_Video4_Samples_ET.mat,800600
NDARMF508PA2,/Volumes/methlab_data/HBN/EEG-ET/NDARMF508PA2/NDARMF508PA2_Video1_Samples_ET.mat,800600
NDARMF508PA2,/Volumes/methlab_data/HBN/EEG-ET/NDARMF508PA2/NDARMF508PA2_Video3_Samples_ET.mat,800600
NDARMF508PA2,/Volumes/methlab_data/HBN/EEG-ET/NDARMF508PA2/NDARMF508PA2_Video4_Samples_ET.mat,800600
NDARMF560MUH,/Volumes/methlab_data/HBN/EEG-ET/NDARMF560MUH/NDARMF560MUH_Video-FF_Samples_ET.mat,800600
NDARMF668NU5,/Volumes/methlab_data/HBN/EEG-ET/NDARMF668NU5/NDARMF668NU5_Video1_Samples_ET.mat,800600
NDARMF668NU5,/Volumes/methlab_data/HBN/EEG-ET/NDARMF668NU5/NDARMF668NU5_Video3_Samples_ET.mat,800600
NDARMF668NU5,/Volumes/methlab_data/HBN/EEG-ET/NDARMF668NU5/NDARMF668NU5_Video4_Samples_ET.mat,800600
NDARMF846EVR,/Volumes/methlab_data/HBN/EEG-ET/NDARMF846EVR/NDARMF846EVR_Video-DM_Samples_ET.mat,1440900
NDARMF846EVR,/Volumes/methlab_data/HBN/EEG-ET/NDARMF846EVR/NDARMF846EVR_Video-WK_Samples_ET.mat,1440900
NDARMF939FNX,/Volumes/methlab_data/HBN/EEG-ET/NDARMF939FNX/NDARMF939FNX_Video1_Samples_ET.mat,800600
NDARMF939FNX,/Volumes/methlab_data/HBN/EEG-ET/NDARMF939FNX/NDARMF939FNX_Video2_Samples_ET.mat,800600
NDARMF939FNX,/Volumes/methlab_data/HBN/EEG-ET/NDARMF939FNX/NDARMF939FNX_Video3_Samples_ET.mat,800600
NDARMF939FNX,/Volumes/methlab_data/HBN/EEG-ET/NDARMF939FNX/NDARMF939FNX_Video4_Samples_ET.mat,800600
NDARMG196KV4,/Volumes/methlab_data/HBN/EEG-ET/NDARMG196KV4/NDARMG196KV4_Video1_Samples_ET.mat,800600
NDARMG196KV4,/Volumes/methlab_data/HBN/EEG-ET/NDARMG196KV4/NDARMG196KV4_Video2_Samples_ET.mat,800600
NDARMG196KV4,/Volumes/methlab_data/HBN/EEG-ET/NDARMG196KV4/NDARMG196KV4_Video3_Samples_ET.mat,800600
NDARMG196KV4,/Volumes/methlab_data/HBN/EEG-ET/NDARMG196KV4/NDARMG196KV4_Video4_Samples_ET.mat,800600
NDARMG239GUV,/Volumes/methlab_data/HBN/EEG-ET/NDARMG239GUV/NDARMG239GUV_Video-DM_Samples_ET.mat,800600
NDARMG239GUV,/Volumes/methlab_data/HBN/EEG-ET/NDARMG239GUV/NDARMG239GUV_Video-FF_Samples_ET.mat,800600
NDARMG239GUV,/Volumes/methlab_data/HBN/EEG-ET/NDARMG239GUV/NDARMG239GUV_Video-TP_Samples_ET.mat,800600
NDARMG239GUV,/Volumes/methlab_data/HBN/EEG-ET/NDARMG239GUV/NDARMG239GUV_Video-WK_Samples_ET.mat,800600
NDARMG263JRX,/Volumes/methlab_data/HBN/EEG-ET/NDARMG263JRX/NDARMG263JRX_Video-DM_Samples_ET.mat,1440900
NDARMG263JRX,/Volumes/methlab_data/HBN/EEG-ET/NDARMG263JRX/NDARMG263JRX_Video-TP_Samples_ET.mat,1440900
NDARMG263JRX,/Volumes/methlab_data/HBN/EEG-ET/NDARMG263JRX/NDARMG263JRX_Video-WK_Samples_ET.mat,1440900
NDARMG278GYH,/Volumes/methlab_data/HBN/EEG-ET/NDARMG278GYH/NDARMG278GYH_Video1_Samples_ET.mat,800600
NDARMG278GYH,/Volumes/methlab_data/HBN/EEG-ET/NDARMG278GYH/NDARMG278GYH_Video3_Samples_ET.mat,800600
NDARMG405RZK,/Volumes/methlab_data/HBN/EEG-ET/NDARMG405RZK/NDARMG405RZK_Video-DM_Samples_ET.mat,800600
